Vardas              Pavarde             ND1    ND2    ND3    ND4    ND5    Egz.   
Vardas4947          Pavarde4947         4      9      1      8      7      5      
Vardas4948          Pavarde4948         9      1      2      2      4      5      
Vardas4949          Pavarde4949         5      4      8      10     4      9      
Vardas4950          Pavarde4950         9      5      5      8      3      3      
Vardas4951          Pavarde4951         10     2      3      4      8      7      
Vardas4952          Pavarde4952         7      2      8      5      7      9      
Vardas4953          Pavarde4953         7      1      5      10     9      9      
Vardas4954          Pavarde4954         2      4      5      8      2      6      
Vardas4955          Pavarde4955         4      4      10     1      2      4      
Vardas4956          Pavarde4956         10     2      1      5      9      8      
Vardas4957          Pavarde4957         4      4      7      6      6      6      
Vardas4958          Pavarde4958         8      9      1      10     8      7      
Vardas4959          Pavarde4959         7      4      9      1      8      10     
Vardas4960          Pavarde4960         2      10     6      10     2      10     
Vardas4961          Pavarde4961         2      8      4      6      4      2      
Vardas4962          Pavarde4962         9      9      3      6      6      9      
Vardas4963          Pavarde4963         1      6      2      5      5      4      
Vardas4964          Pavarde4964         5      9      7      4      10     6      
Vardas4965          Pavarde4965         1      4      6      6      8      3      
Vardas4966          Pavarde4966         10     2      3      5      2      7      
Vardas4967          Pavarde4967         6      3      3      10     7      8      
Vardas4968          Pavarde4968         3      5      6      3      3      10     
Vardas4969          Pavarde4969         2      4      1      3      5      1      
Vardas4970          Pavarde4970         6      3      10     5      9      8      
Vardas4971          Pavarde4971         6      3      7      9      3      2      
Vardas4972          Pavarde4972         5      9      10     2      8      9      
Vardas4973          Pavarde4973         3      2      8      8      4      8      
Vardas4974          Pavarde4974         8      5      3      1      2      3      
Vardas4975          Pavarde4975         5      4      6      3      7      6      
Vardas4976          Pavarde4976         6      9      10     8      8      3      
Vardas4977          Pavarde4977         6      1      8      6      5      1      
Vardas4978          Pavarde4978         6      10     6      9      4      6      
Vardas4979          Pavarde4979         4      1      5      1      7      5      
Vardas4980          Pavarde4980         6      2      5      8      4      3      
Vardas4981          Pavarde4981         1      5      6      7      3      8      
Vardas4982          Pavarde4982         3      1      2      5      1      6      
Vardas4983          Pavarde4983         8      4      5      2      4      3      
Vardas4984          Pavarde4984         9      1      6      5      7      6      
Vardas4985          Pavarde4985         10     6      2      5      10     10     
Vardas4986          Pavarde4986         4      9      8      4      10     5      
Vardas4987          Pavarde4987         3      1      4      7      4      7      
Vardas4988          Pavarde4988         8      10     10     4      6      6      
Vardas4989          Pavarde4989         1      8      8      9      6      10     
Vardas4990          Pavarde4990         2      6      6      9      4      8      
Vardas4991          Pavarde4991         4      9      3      6      7      6      
Vardas4992          Pavarde4992         8      6      5      2      6      9      
Vardas4993          Pavarde4993         8      1      3      10     1      6      
Vardas4994          Pavarde4994         2      9      10     7      7      6      
Vardas4995          Pavarde4995         2      3      9      5      2      4      
Vardas4996          Pavarde4996         6      4      6      10     6      6      
Vardas4997          Pavarde4997         10     8      2      3      5      3      
Vardas4998          Pavarde4998         4      9      5      7      4      8      
Vardas4999          Pavarde4999         2      5      10     9      2      5      
Vardas5000          Pavarde5000         6      1      3      9      1      10     
Vardas5001          Pavarde5001         3      7      2      2      3      9      
Vardas5002          Pavarde5002         5      8      5      1      9      4      
Vardas5003          Pavarde5003         1      3      10     7      5      5      
Vardas5004          Pavarde5004         7      9      5      6      9      3      
Vardas5005          Pavarde5005         6      5      8      2      7      6      
Vardas5006          Pavarde5006         7      10     9      4      4      5      
Vardas5007          Pavarde5007         1      2      7      7      10     4      
Vardas5008          Pavarde5008         6      7      6      10     8      9      
Vardas5009          Pavarde5009         1      3      6      10     5      3      
Vardas5010          Pavarde5010         10     10     7      3      6      6      
Vardas5011          Pavarde5011         3      1      10     2      5      3      
Vardas5012          Pavarde5012         3      6      3      2      4      10     
Vardas5013          Pavarde5013         7      7      9      4      1      1      
Vardas5014          Pavarde5014         6      10     4      7      10     5      
Vardas5015          Pavarde5015         9      9      8      2      7      9      
Vardas5016          Pavarde5016         10     4      5      5      2      2      
Vardas5017          Pavarde5017         3      10     6      10     8      6      
Vardas5018          Pavarde5018         7      7      2      10     5      2      
Vardas5019          Pavarde5019         1      1      2      6      8      4      
Vardas5020          Pavarde5020         2      2      6      10     5      3      
Vardas5021          Pavarde5021         4      9      5      3      8      9      
Vardas5022          Pavarde5022         10     1      9      8      1      2      
Vardas5023          Pavarde5023         7      2      10     4      1      2      
Vardas5024          Pavarde5024         4      5      5      7      10     1      
Vardas5025          Pavarde5025         9      6      1      6      4      6      
Vardas5026          Pavarde5026         7      2      3      7      9      2      
Vardas5027          Pavarde5027         4      7      6      10     2      5      
Vardas5028          Pavarde5028         5      6      6      6      10     8      
Vardas5029          Pavarde5029         10     10     7      7      8      2      
Vardas5030          Pavarde5030         7      6      5      9      9      7      
Vardas5031          Pavarde5031         7      4      3      10     4      4      
Vardas5032          Pavarde5032         6      7      1      9      5      5      
Vardas5033          Pavarde5033         8      10     7      2      6      6      
Vardas5034          Pavarde5034         3      8      4      4      3      9      
Vardas5035          Pavarde5035         1      5      10     6      4      4      
Vardas5036          Pavarde5036         7      6      1      2      4      3      
Vardas5037          Pavarde5037         2      8      7      10     3      9      
Vardas5038          Pavarde5038         10     5      9      3      5      3      
Vardas5039          Pavarde5039         7      3      7      6      6      7      
Vardas5040          Pavarde5040         3      9      5      8      9      3      
Vardas5041          Pavarde5041         1      4      7      10     4      8      
Vardas5042          Pavarde5042         7      4      5      1      8      8      
Vardas5043          Pavarde5043         10     7      6      4      2      7      
Vardas5044          Pavarde5044         8      3      8      5      10     6      
Vardas5045          Pavarde5045         8      1      1      8      4      5      
Vardas5046          Pavarde5046         3      4      1      3      10     3      
Vardas5047          Pavarde5047         9      1      8      7      2      1      
Vardas5048          Pavarde5048         1      9      8      6      7      3      
Vardas5049          Pavarde5049         2      2      5      1      7      8      
Vardas5050          Pavarde5050         3      7      9      5      8      4      
Vardas5051          Pavarde5051         1      3      6      2      1      3      
Vardas5052          Pavarde5052         3      6      6      8      5      9      
Vardas5053          Pavarde5053         6      10     2      2      3      2      
Vardas5054          Pavarde5054         10     6      5      9      2      3      
Vardas5055          Pavarde5055         4      7      3      8      1      10     
Vardas5056          Pavarde5056         2      4      10     4      4      2      
Vardas5057          Pavarde5057         3      6      2      8      4      10     
Vardas5058          Pavarde5058         1      4      1      6      9      9      
Vardas5059          Pavarde5059         7      4      10     9      6      4      
Vardas5060          Pavarde5060         10     10     9      4      7      6      
Vardas5061          Pavarde5061         5      1      9      8      2      7      
Vardas5062          Pavarde5062         8      8      7      6      5      1      
Vardas5063          Pavarde5063         6      2      10     6      6      2      
Vardas5064          Pavarde5064         3      8      4      7      1      6      
Vardas5065          Pavarde5065         5      7      7      3      5      9      
Vardas5066          Pavarde5066         8      7      3      3      10     3      
Vardas5067          Pavarde5067         1      5      5      9      6      6      
Vardas5068          Pavarde5068         6      6      3      3      8      10     
Vardas5069          Pavarde5069         7      10     2      5      8      8      
Vardas5070          Pavarde5070         6      2      10     10     7      9      
Vardas5071          Pavarde5071         8      3      8      8      2      4      
Vardas5072          Pavarde5072         5      9      3      8      7      5      
Vardas5073          Pavarde5073         2      7      2      9      4      9      
Vardas5074          Pavarde5074         3      1      10     6      10     2      
Vardas5075          Pavarde5075         10     1      9      5      5      8      
Vardas5076          Pavarde5076         6      4      8      5      4      10     
Vardas5077          Pavarde5077         8      10     9      1      10     9      
Vardas5078          Pavarde5078         10     4      7      9      6      2      
Vardas5079          Pavarde5079         3      9      6      7      10     10     
Vardas5080          Pavarde5080         1      3      5      4      2      7      
Vardas5081          Pavarde5081         8      3      1      7      4      10     
Vardas5082          Pavarde5082         2      4      8      6      9      2      
Vardas5083          Pavarde5083         6      2      9      2      9      6      
Vardas5084          Pavarde5084         6      6      3      3      4      2      
Vardas5085          Pavarde5085         10     3      7      1      7      1      
Vardas5086          Pavarde5086         9      1      6      8      7      2      
Vardas5087          Pavarde5087         2      2      3      1      6      8      
Vardas5088          Pavarde5088         10     4      8      9      1      7      
Vardas5089          Pavarde5089         2      6      8      8      2      4      
Vardas5090          Pavarde5090         2      7      7      1      7      2      
Vardas5091          Pavarde5091         6      5      10     4      9      10     
Vardas5092          Pavarde5092         8      4      8      2      3      8      
Vardas5093          Pavarde5093         2      5      1      5      4      9      
Vardas5094          Pavarde5094         3      9      8      2      5      9      
Vardas5095          Pavarde5095         7      4      6      7      5      3      
Vardas5096          Pavarde5096         6      4      8      9      6      8      
Vardas5097          Pavarde5097         6      1      2      7      8      3      
Vardas5098          Pavarde5098         8      10     6      7      1      8      
Vardas5099          Pavarde5099         10     5      3      5      4      1      
Vardas5100          Pavarde5100         9      6      5      7      5      10     
Vardas5101          Pavarde5101         9      9      9      5      2      6      
Vardas5102          Pavarde5102         4      8      6      10     1      7      
Vardas5103          Pavarde5103         2      7      5      5      10     7      
Vardas5104          Pavarde5104         1      5      8      2      7      9      
Vardas5105          Pavarde5105         3      3      2      9      7      9      
Vardas5106          Pavarde5106         6      4      8      5      7      3      
Vardas5107          Pavarde5107         3      6      8      7      2      7      
Vardas5108          Pavarde5108         9      6      7      8      3      5      
Vardas5109          Pavarde5109         7      10     7      8      9      10     
Vardas5110          Pavarde5110         4      8      3      8      3      6      
Vardas5111          Pavarde5111         6      7      10     7      5      9      
Vardas5112          Pavarde5112         10     7      3      2      9      4      
Vardas5113          Pavarde5113         5      3      9      4      2      3      
Vardas5114          Pavarde5114         5      4      2      3      9      7      
Vardas5115          Pavarde5115         8      1      6      8      2      3      
Vardas5116          Pavarde5116         5      4      3      6      4      8      
Vardas5117          Pavarde5117         3      8      3      2      2      8      
Vardas5118          Pavarde5118         4      6      3      6      1      2      
Vardas5119          Pavarde5119         8      6      10     8      2      5      
Vardas5120          Pavarde5120         9      4      10     7      1      5      
Vardas5121          Pavarde5121         9      2      10     7      10     8      
Vardas5122          Pavarde5122         10     8      4      3      8      6      
Vardas5123          Pavarde5123         10     3      1      5      10     9      
Vardas5124          Pavarde5124         1      7      5      7      1      3      
Vardas5125          Pavarde5125         4      6      5      4      4      10     
Vardas5126          Pavarde5126         2      5      2      1      2      6      
Vardas5127          Pavarde5127         8      5      5      6      2      1      
Vardas5128          Pavarde5128         5      7      9      6      1      9      
Vardas5129          Pavarde5129         1      8      7      2      9      4      
Vardas5130          Pavarde5130         5      10     4      7      3      3      
Vardas5131          Pavarde5131         10     6      6      5      9      8      
Vardas5132          Pavarde5132         7      8      6      1      10     1      
Vardas5133          Pavarde5133         3      9      6      7      3      9      
Vardas5134          Pavarde5134         6      9      5      4      9      9      
Vardas5135          Pavarde5135         10     2      4      6      7      4      
Vardas5136          Pavarde5136         5      1      5      8      3      4      
Vardas5137          Pavarde5137         2      4      7      8      1      3      
Vardas5138          Pavarde5138         4      3      10     4      8      1      
Vardas5139          Pavarde5139         7      6      1      2      3      9      
Vardas5140          Pavarde5140         6      3      8      3      7      3      
Vardas5141          Pavarde5141         3      9      6      8      6      5      
Vardas5142          Pavarde5142         7      7      2      2      5      8      
Vardas5143          Pavarde5143         5      5      1      1      6      10     
Vardas5144          Pavarde5144         10     4      10     2      6      5      
Vardas5145          Pavarde5145         4      1      10     4      7      1      
Vardas5146          Pavarde5146         8      7      8      6      4      5      
Vardas5147          Pavarde5147         8      2      3      1      10     4      
Vardas5148          Pavarde5148         4      10     4      4      5      8      
Vardas5149          Pavarde5149         9      5      9      10     10     9      
Vardas5150          Pavarde5150         1      4      6      4      7      6      
Vardas5151          Pavarde5151         4      1      6      2      5      5      
Vardas5152          Pavarde5152         2      10     2      8      2      3      
Vardas5153          Pavarde5153         2      5      9      7      8      4      
Vardas5154          Pavarde5154         1      2      8      5      7      10     
Vardas5155          Pavarde5155         1      8      5      6      1      4      
Vardas5156          Pavarde5156         7      10     8      6      3      10     
Vardas5157          Pavarde5157         3      5      5      4      9      6      
Vardas5158          Pavarde5158         10     5      5      8      2      2      
Vardas5159          Pavarde5159         5      2      3      2      4      1      
Vardas5160          Pavarde5160         7      7      10     7      8      5      
Vardas5161          Pavarde5161         3      4      7      6      6      8      
Vardas5162          Pavarde5162         9      8      9      7      8      6      
Vardas5163          Pavarde5163         10     10     10     9      2      1      
Vardas5164          Pavarde5164         8      7      2      4      1      5      
Vardas5165          Pavarde5165         2      9      5      7      2      2      
Vardas5166          Pavarde5166         4      5      2      4      3      1      
Vardas5167          Pavarde5167         8      9      8      7      1      5      
Vardas5168          Pavarde5168         3      2      4      5      10     7      
Vardas5169          Pavarde5169         5      1      4      8      3      7      
Vardas5170          Pavarde5170         5      9      8      1      10     5      
Vardas5171          Pavarde5171         6      2      9      5      5      9      
Vardas5172          Pavarde5172         9      3      2      1      7      8      
Vardas5173          Pavarde5173         3      4      7      10     3      3      
Vardas5174          Pavarde5174         10     2      2      2      4      6      
Vardas5175          Pavarde5175         1      10     6      7      9      5      
Vardas5176          Pavarde5176         7      5      6      6      3      6      
Vardas5177          Pavarde5177         10     1      7      3      1      5      
Vardas5178          Pavarde5178         4      2      9      2      5      8      
Vardas5179          Pavarde5179         5      9      10     9      10     1      
Vardas5180          Pavarde5180         3      1      2      3      2      6      
Vardas5181          Pavarde5181         1      5      10     1      2      10     
Vardas5182          Pavarde5182         5      8      5      3      7      1      
Vardas5183          Pavarde5183         6      7      10     6      4      9      
Vardas5184          Pavarde5184         9      1      2      9      8      9      
Vardas5185          Pavarde5185         10     7      3      6      2      9      
Vardas5186          Pavarde5186         8      7      6      7      1      7      
Vardas5187          Pavarde5187         4      9      5      6      10     4      
Vardas5188          Pavarde5188         8      3      9      10     7      5      
Vardas5189          Pavarde5189         10     6      6      5      10     8      
Vardas5190          Pavarde5190         6      7      5      9      4      8      
Vardas5191          Pavarde5191         8      10     4      4      2      3      
Vardas5192          Pavarde5192         6      2      1      10     8      7      
Vardas5193          Pavarde5193         5      6      9      8      6      7      
Vardas5194          Pavarde5194         1      7      6      9      3      8      
Vardas5195          Pavarde5195         1      8      1      10     10     8      
Vardas5196          Pavarde5196         10     6      8      8      7      5      
Vardas5197          Pavarde5197         5      6      4      2      9      8      
Vardas5198          Pavarde5198         5      9      4      3      7      9      
Vardas5199          Pavarde5199         2      8      6      6      6      5      
Vardas5200          Pavarde5200         6      4      6      6      2      5      
Vardas5201          Pavarde5201         5      4      7      1      3      3      
Vardas5202          Pavarde5202         4      10     8      8      4      2      
Vardas5203          Pavarde5203         3      4      6      10     9      10     
Vardas5204          Pavarde5204         4      9      1      7      6      9      
Vardas5205          Pavarde5205         4      3      9      4      1      4      
Vardas5206          Pavarde5206         4      7      10     10     2      2      
Vardas5207          Pavarde5207         6      4      2      7      4      2      
Vardas5208          Pavarde5208         4      4      3      1      5      9      
Vardas5209          Pavarde5209         9      8      3      9      3      2      
Vardas5210          Pavarde5210         4      9      9      1      6      8      
Vardas5211          Pavarde5211         9      1      10     2      8      1      
Vardas5212          Pavarde5212         3      1      10     6      1      3      
Vardas5213          Pavarde5213         5      2      4      1      6      6      
Vardas5214          Pavarde5214         9      5      5      1      3      7      
Vardas5215          Pavarde5215         2      8      9      4      8      6      
Vardas5216          Pavarde5216         2      10     4      10     10     8      
Vardas5217          Pavarde5217         7      3      2      6      6      6      
Vardas5218          Pavarde5218         1      10     7      10     2      2      
Vardas5219          Pavarde5219         3      6      8      9      4      9      
Vardas5220          Pavarde5220         3      5      7      8      7      4      
Vardas5221          Pavarde5221         10     9      9      4      1      6      
Vardas5222          Pavarde5222         9      10     7      10     10     4      
Vardas5223          Pavarde5223         8      7      6      1      8      10     
Vardas5224          Pavarde5224         1      8      5      1      6      1      
Vardas5225          Pavarde5225         8      9      3      5      6      10     
Vardas5226          Pavarde5226         7      7      3      1      4      10     
Vardas5227          Pavarde5227         4      5      4      10     10     9      
Vardas5228          Pavarde5228         3      4      8      8      7      9      
Vardas5229          Pavarde5229         2      6      7      2      2      1      
Vardas5230          Pavarde5230         1      6      2      5      6      9      
Vardas5231          Pavarde5231         1      8      5      1      9      4      
Vardas5232          Pavarde5232         4      5      6      5      10     4      
Vardas5233          Pavarde5233         7      10     5      4      7      6      
Vardas5234          Pavarde5234         8      9      1      1      4      7      
Vardas5235          Pavarde5235         5      7      8      1      8      4      
Vardas5236          Pavarde5236         9      1      9      2      4      3      
Vardas5237          Pavarde5237         4      9      8      7      7      8      
Vardas5238          Pavarde5238         3      9      1      2      4      5      
Vardas5239          Pavarde5239         4      8      8      3      8      1      
Vardas5240          Pavarde5240         8      4      10     6      9      5      
Vardas5241          Pavarde5241         3      5      7      6      4      1      
Vardas5242          Pavarde5242         8      8      5      9      9      6      
Vardas5243          Pavarde5243         5      1      4      8      8      5      
Vardas5244          Pavarde5244         9      5      10     2      5      4      
Vardas5245          Pavarde5245         4      4      5      3      5      8      
Vardas5246          Pavarde5246         6      10     5      1      9      7      
Vardas5247          Pavarde5247         4      2      4      10     2      9      
Vardas5248          Pavarde5248         9      9      2      8      7      7      
Vardas5249          Pavarde5249         1      1      4      10     1      1      
Vardas5250          Pavarde5250         3      7      1      3      5      5      
Vardas5251          Pavarde5251         4      10     10     7      1      2      
Vardas5252          Pavarde5252         8      5      7      4      7      7      
Vardas5253          Pavarde5253         9      10     1      3      9      7      
Vardas5254          Pavarde5254         3      4      3      2      7      9      
Vardas5255          Pavarde5255         6      3      1      6      4      10     
Vardas5256          Pavarde5256         7      2      8      7      2      6      
Vardas5257          Pavarde5257         7      3      10     1      8      10     
Vardas5258          Pavarde5258         1      7      10     10     5      10     
Vardas5259          Pavarde5259         5      2      8      4      1      8      
Vardas5260          Pavarde5260         4      7      10     2      9      3      
Vardas5261          Pavarde5261         3      1      2      1      9      7      
Vardas5262          Pavarde5262         9      8      1      2      1      6      
Vardas5263          Pavarde5263         2      10     4      8      1      7      
Vardas5264          Pavarde5264         6      1      10     1      10     6      
Vardas5265          Pavarde5265         3      7      2      10     9      10     
Vardas5266          Pavarde5266         5      9      2      1      3      2      
Vardas5267          Pavarde5267         7      9      8      1      2      5      
Vardas5268          Pavarde5268         8      6      4      7      5      7      
Vardas5269          Pavarde5269         2      10     4      4      5      5      
Vardas5270          Pavarde5270         1      8      4      5      4      5      
Vardas5271          Pavarde5271         8      7      7      10     3      5      
Vardas5272          Pavarde5272         4      1      8      1      10     8      
Vardas5273          Pavarde5273         10     1      10     4      1      8      
Vardas5274          Pavarde5274         6      7      1      8      9      3      
Vardas5275          Pavarde5275         9      1      9      8      10     9      
Vardas5276          Pavarde5276         8      7      9      10     7      10     
Vardas5277          Pavarde5277         5      1      10     7      1      3      
Vardas5278          Pavarde5278         9      1      1      5      7      1      
Vardas5279          Pavarde5279         5      10     1      1      5      9      
Vardas5280          Pavarde5280         3      1      10     9      8      5      
Vardas5281          Pavarde5281         3      5      8      7      4      2      
Vardas5282          Pavarde5282         2      6      8      10     4      5      
Vardas5283          Pavarde5283         8      2      10     5      10     10     
Vardas5284          Pavarde5284         9      9      10     7      5      3      
Vardas5285          Pavarde5285         3      3      3      4      5      4      
Vardas5286          Pavarde5286         7      1      10     4      9      4      
Vardas5287          Pavarde5287         3      6      9      6      7      3      
Vardas5288          Pavarde5288         4      6      7      6      5      3      
Vardas5289          Pavarde5289         8      8      1      4      2      4      
Vardas5290          Pavarde5290         3      10     3      8      6      3      
Vardas5291          Pavarde5291         4      7      9      5      2      3      
Vardas5292          Pavarde5292         6      2      5      5      10     7      
Vardas5293          Pavarde5293         4      3      10     7      9      2      
Vardas5294          Pavarde5294         1      3      5      7      2      7      
Vardas5295          Pavarde5295         7      3      4      9      5      10     
Vardas5296          Pavarde5296         1      5      10     8      7      7      
Vardas5297          Pavarde5297         6      5      9      6      9      3      
Vardas5298          Pavarde5298         10     9      6      3      8      4      
Vardas5299          Pavarde5299         3      8      8      3      9      1      
Vardas5300          Pavarde5300         7      8      2      7      8      2      
Vardas5301          Pavarde5301         10     7      3      2      7      7      
Vardas5302          Pavarde5302         10     3      8      3      1      1      
Vardas5303          Pavarde5303         2      5      9      5      8      9      
Vardas5304          Pavarde5304         2      1      9      2      7      10     
Vardas5305          Pavarde5305         1      7      6      5      6      9      
Vardas5306          Pavarde5306         10     2      7      7      2      8      
Vardas5307          Pavarde5307         9      8      4      6      3      9      
Vardas5308          Pavarde5308         7      10     10     1      1      4      
Vardas5309          Pavarde5309         8      10     3      2      8      8      
Vardas5310          Pavarde5310         3      3      6      6      3      10     
Vardas5311          Pavarde5311         8      3      2      9      10     6      
Vardas5312          Pavarde5312         5      1      6      10     9      1      
Vardas5313          Pavarde5313         1      3      2      8      2      8      
Vardas5314          Pavarde5314         8      4      5      8      4      9      
Vardas5315          Pavarde5315         4      10     2      9      9      2      
Vardas5316          Pavarde5316         8      2      1      3      2      9      
Vardas5317          Pavarde5317         9      7      7      3      9      5      
Vardas5318          Pavarde5318         4      5      8      2      6      6      
Vardas5319          Pavarde5319         4      2      2      6      5      8      
Vardas5320          Pavarde5320         2      10     6      2      3      3      
Vardas5321          Pavarde5321         2      4      1      9      5      4      
Vardas5322          Pavarde5322         7      4      10     4      8      4      
Vardas5323          Pavarde5323         10     8      8      10     8      6      
Vardas5324          Pavarde5324         1      7      3      9      6      6      
Vardas5325          Pavarde5325         8      4      1      2      8      1      
Vardas5326          Pavarde5326         5      1      10     8      7      4      
Vardas5327          Pavarde5327         8      10     8      2      8      7      
Vardas5328          Pavarde5328         2      4      10     1      7      8      
Vardas5329          Pavarde5329         2      9      5      5      7      1      
Vardas5330          Pavarde5330         1      10     2      3      8      3      
Vardas5331          Pavarde5331         7      2      4      8      6      10     
Vardas5332          Pavarde5332         7      7      10     5      5      8      
Vardas5333          Pavarde5333         5      7      1      4      10     8      
Vardas5334          Pavarde5334         1      7      1      6      7      3      
Vardas5335          Pavarde5335         1      1      7      5      7      9      
Vardas5336          Pavarde5336         8      2      8      6      1      7      
Vardas5337          Pavarde5337         9      2      3      7      10     3      
Vardas5338          Pavarde5338         8      3      7      9      1      8      
Vardas5339          Pavarde5339         4      3      7      8      4      5      
Vardas5340          Pavarde5340         9      3      2      3      4      9      
Vardas5341          Pavarde5341         7      9      10     4      6      10     
Vardas5342          Pavarde5342         6      2      1      10     5      9      
Vardas5343          Pavarde5343         4      3      2      2      3      3      
Vardas5344          Pavarde5344         3      8      6      6      2      8      
Vardas5345          Pavarde5345         10     10     9      8      3      9      
Vardas5346          Pavarde5346         3      2      2      1      4      3      
Vardas5347          Pavarde5347         8      8      9      2      4      5      
Vardas5348          Pavarde5348         8      4      8      10     1      1      
Vardas5349          Pavarde5349         4      2      2      10     3      3      
Vardas5350          Pavarde5350         8      9      5      2      8      7      
Vardas5351          Pavarde5351         6      3      4      4      6      9      
Vardas5352          Pavarde5352         9      7      9      6      6      9      
Vardas5353          Pavarde5353         7      1      10     5      7      9      
Vardas5354          Pavarde5354         1      1      4      8      2      4      
Vardas5355          Pavarde5355         5      9      6      9      8      8      
Vardas5356          Pavarde5356         5      5      5      9      2      1      
Vardas5357          Pavarde5357         10     7      8      4      3      4      
Vardas5358          Pavarde5358         5      9      9      8      1      2      
Vardas5359          Pavarde5359         9      10     2      10     6      2      
Vardas5360          Pavarde5360         1      7      9      5      8      1      
Vardas5361          Pavarde5361         5      3      9      6      1      6      
Vardas5362          Pavarde5362         7      4      10     7      8      10     
Vardas5363          Pavarde5363         6      5      1      5      4      5      
Vardas5364          Pavarde5364         5      8      9      10     8      1      
Vardas5365          Pavarde5365         4      10     6      2      1      8      
Vardas5366          Pavarde5366         9      1      2      2      5      1      
Vardas5367          Pavarde5367         10     5      6      4      10     1      
Vardas5368          Pavarde5368         4      10     3      8      8      6      
Vardas5369          Pavarde5369         1      6      5      9      1      7      
Vardas5370          Pavarde5370         9      2      7      3      8      4      
Vardas5371          Pavarde5371         10     9      4      7      10     2      
Vardas5372          Pavarde5372         3      6      10     2      9      8      
Vardas5373          Pavarde5373         2      4      4      5      4      2      
Vardas5374          Pavarde5374         10     3      1      5      4      1      
Vardas5375          Pavarde5375         3      7      4      9      7      4      
Vardas5376          Pavarde5376         1      6      6      6      5      10     
Vardas5377          Pavarde5377         8      3      5      1      7      3      
Vardas5378          Pavarde5378         3      10     5      10     7      9      
Vardas5379          Pavarde5379         5      9      2      10     3      10     
Vardas5380          Pavarde5380         2      8      7      5      5      10     
Vardas5381          Pavarde5381         8      5      1      5      2      3      
Vardas5382          Pavarde5382         10     9      9      4      1      7      
Vardas5383          Pavarde5383         10     3      4      5      6      5      
Vardas5384          Pavarde5384         2      1      9      3      9      8      
Vardas5385          Pavarde5385         4      2      9      4      7      3      
Vardas5386          Pavarde5386         2      5      1      7      5      3      
Vardas5387          Pavarde5387         9      1      2      5      6      7      
Vardas5388          Pavarde5388         2      6      1      4      2      10     
Vardas5389          Pavarde5389         8      2      4      8      6      5      
Vardas5390          Pavarde5390         7      9      10     7      5      2      
Vardas5391          Pavarde5391         3      8      6      5      9      6      
Vardas5392          Pavarde5392         4      7      9      9      5      2      
Vardas5393          Pavarde5393         9      4      6      5      7      6      
Vardas5394          Pavarde5394         8      1      6      1      8      5      
Vardas5395          Pavarde5395         7      10     5      6      6      8      
Vardas5396          Pavarde5396         4      6      8      5      2      1      
Vardas5397          Pavarde5397         7      3      4      2      6      8      
Vardas5398          Pavarde5398         7      8      3      9      4      4      
Vardas5399          Pavarde5399         4      6      9      10     1      2      
Vardas5400          Pavarde5400         8      2      5      6      6      5      
Vardas5401          Pavarde5401         5      1      8      7      8      4      
Vardas5402          Pavarde5402         3      4      7      9      4      6      
Vardas5403          Pavarde5403         5      3      9      2      8      1      
Vardas5404          Pavarde5404         2      10     7      3      2      4      
Vardas5405          Pavarde5405         4      7      2      2      9      9      
Vardas5406          Pavarde5406         10     5      2      3      9      2      
Vardas5407          Pavarde5407         8      7      6      8      6      2      
Vardas5408          Pavarde5408         8      6      9      8      9      7      
Vardas5409          Pavarde5409         10     8      3      10     10     2      
Vardas5410          Pavarde5410         10     10     2      3      5      6      
Vardas5411          Pavarde5411         4      2      1      7      3      9      
Vardas5412          Pavarde5412         10     5      5      7      1      2      
Vardas5413          Pavarde5413         10     4      5      5      7      2      
Vardas5414          Pavarde5414         4      8      5      10     4      7      
Vardas5415          Pavarde5415         6      3      9      2      4      2      
Vardas5416          Pavarde5416         7      10     5      3      4      3      
Vardas5417          Pavarde5417         3      6      10     7      4      3      
Vardas5418          Pavarde5418         2      1      1      5      1      10     
Vardas5419          Pavarde5419         8      4      8      5      10     3      
Vardas5420          Pavarde5420         3      4      7      5      4      3      
Vardas5421          Pavarde5421         4      1      8      5      9      2      
Vardas5422          Pavarde5422         3      7      1      9      9      7      
Vardas5423          Pavarde5423         8      4      5      6      4      7      
Vardas5424          Pavarde5424         8      7      8      7      2      1      
Vardas5425          Pavarde5425         2      9      4      9      1      5      
Vardas5426          Pavarde5426         1      5      9      2      10     10     
Vardas5427          Pavarde5427         7      8      2      1      7      1      
Vardas5428          Pavarde5428         10     9      10     6      3      6      
Vardas5429          Pavarde5429         1      1      5      1      8      2      
Vardas5430          Pavarde5430         9      1      8      1      2      4      
Vardas5431          Pavarde5431         9      1      9      6      2      7      
Vardas5432          Pavarde5432         2      10     9      2      10     10     
Vardas5433          Pavarde5433         10     9      9      8      3      7      
Vardas5434          Pavarde5434         10     5      9      10     9      10     
Vardas5435          Pavarde5435         2      7      1      3      4      1      
Vardas5436          Pavarde5436         1      2      5      7      8      8      
Vardas5437          Pavarde5437         1      6      5      6      6      8      
Vardas5438          Pavarde5438         8      3      8      8      4      2      
Vardas5439          Pavarde5439         6      8      5      1      10     10     
Vardas5440          Pavarde5440         10     4      3      6      4      10     
Vardas5441          Pavarde5441         9      7      7      5      2      3      
Vardas5442          Pavarde5442         10     1      10     8      1      8      
Vardas5443          Pavarde5443         5      9      5      8      9      8      
Vardas5444          Pavarde5444         2      6      3      9      3      1      
